tapInTime,tapOutTime,tapInStops,tapOutStops,corridorID,corridorName,direction,jenis_kendaraan,durasi_perjalanan
2023-04-27 17:38:10,2023-04-27 19:16:47,P00297,B00108P,B11,Summarecon Bekasi - BNN,1.0,Transjabodetabek,99
2023-04-27 17:15:54,2023-04-27 19:07:54,B04057P,B03548P,JAK37,Cililitan - Condet via Kayu Manis,1.0,Mikrotrans,112
2023-04-27 16:17:27,2023-04-27 17:39:31,B00245P,B06579P,JAK31,Blok M - Andara,1.0,Mikrotrans,82
2023-04-27 17:12:13,2023-04-27 18:25:36,P00058,P00102,11M,Rusun Rawa Bebek - Bukit Duri,1.0,Tidak Diketahui,73
2023-04-27 16:57:06,2023-04-27 18:12:37,B06277P,B06674P,JAK43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,Mikrotrans,76
2023-04-27 17:18:59,2023-04-27 19:18:27,P00258,P00028,2F,Rusun Cakung Barat - Pulo Gadung,0.0,Tidak Diketahui,119
2023-04-27 17:40:29,2023-04-27 19:04:35,P00174,P00102,M11,Pulo Gebang - Pulo Gadung 2,0.0,Reguler BRT,84
2023-04-27 16:45:02,2023-04-27 17:46:56,B03041P,B02808P,3B,Rusun Flamboyan - Cengkareng,1.0,Tidak Diketahui,62
2023-04-27 16:52:43,2023-04-27 17:44:38,B00391P,B02014P,8C,Kebayoran Lama - Tanah Abang,0.0,Non reguler BRT,52
2023-04-27 16:40:17,2023-04-27 17:49:05,P00195,P00014,M2,Pulo Gadung - Monas,1.0,Reguler BRT,69
2023-04-27 17:26:44,2023-04-27 19:26:35,P00013,P00146,12B,Pluit - Senen,0.0,Non reguler BRT,120
2023-04-27 16:15:00,2023-04-27 17:39:05,P00253,P00297,5D,PGC 1 - Ancol,1.0,Reguler BRT,84
2023-04-27 16:27:13,2023-04-27 17:52:39,B03153P,B05931P,9D,Pasar Minggu - Tanah Abang,0.0,Non reguler BRT,85
2023-04-27 17:10:08,2023-04-27 18:07:49,B01056P,B05728P,JAK117,Tanjung Priok - Tanah Merdeka,1.0,Mikrotrans,58
2023-04-27 17:48:22,2023-04-27 19:06:26,P00294,P00292,3H,Jelambar - Kota,1.0,Reguler BRT,78
2023-04-27 16:06:41,2023-04-27 17:31:27,B03885P,B06067P,14,Jakarta International Stadium - Senen,1.0,Non reguler BRT,85
2023-04-27 16:38:27,2023-04-27 17:56:56,B02948P,B00813P,JAK49,Lebak Bulus - Cipulir,1.0,Mikrotrans,78
2023-04-27 16:00:59,2023-04-27 16:57:13,B00400P,B01857P,7A,Kampung Rambutan - Lebak Bulus,0.0,Non reguler BRT,56
2023-04-27 16:19:36,2023-04-27 17:29:48,B05464P,B04591P,JAK44,Andara - Stasiun Universitas Pancasila,1.0,Mikrotrans,70
2023-04-27 17:29:00,2023-04-27 19:25:38,B03889P,B02771P,7Q,Blok M - PGC,0.0,Non reguler BRT,117
2023-04-27 17:36:21,2023-04-27 18:54:23,B02109P,B04464P,JAK20,Cawang UKI - Lubang Buaya,1.0,Mikrotrans,78
2023-04-27 17:44:51,2023-04-27 19:38:03,B01947P,B05411P,1M,Meruya - Blok M,1.0,Non reguler BRT,113
2023-04-27 17:14:03,2023-04-27 18:29:23,B04521P,B06076P,JAK118,Taman Waduk Papanggo - Kota Tua,1.0,Mikrotrans,75
2023-04-27 16:29:30,2023-04-27 17:54:26,B04333P,B04211P,JAK36,Cilangkap - Cililitan,0.0,Mikrotrans,85
2023-04-27 17:11:20,2023-04-27 18:25:41,P00154,P00070,5C,PGC - Juanda,1.0,Reguler BRT,74
2023-04-27 16:28:35,2023-04-27 18:26:25,B02280P,B04942P,JAK27,Pulo Gebang - Rorotan,0.0,Mikrotrans,118
2023-04-27 16:46:39,2023-04-27 17:47:33,P00297,P00236,B11,Summarecon Bekasi - BNN,1.0,Transjabodetabek,61
2023-04-27 17:46:15,2023-04-27 17:47:33,B03395P,B01904P,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1.0,Non reguler BRT,72
2023-04-27 17:03:03,2023-04-27 18:39:49,B02997P,B01620P,4E,Rusun Jatinegara Kaum - Pulo Gadung,1.0,Tidak Diketahui,97
2023-04-27 16:45:43,2023-04-27 18:45:27,B04381P,B02580P,JAK13,Tanah Abang - Jembatan Lima,0.0,Mikrotrans,120
2023-04-27 17:22:32,2023-04-27 19:19:05,P00095,P00097,JIS3,Harmoni - Jakarta International Stadium,0.0,Non reguler BRT,117
2023-04-27 17:17:37,2023-04-27 19:10:42,B05825P,B00088P,JAK84,Terminal Kampung Melayu - Kapin Raya,1.0,Mikrotrans,113
2023-04-27 16:02:26,2023-04-27 17:27:43,B06668P,B03199P,2H,Rusun Jati Rawasari - Senen,0.0,Tidak Diketahui,85
2023-04-27 17:04:39,2023-04-27 18:16:27,B05924P,B04121P,JAK08,Roxy - Benhil,0.0,Mikrotrans,72
2023-04-27 16:53:52,2023-04-27 18:15:30,B00611P,B00222P,T21,Palem Semi - Bundaran Senayan,0.0,Tidak Diketahui,82
2023-04-27 16:33:14,2023-04-27 18:10:48,B02940P,B01154P,8E,Bintaro - Blok M,1.0,Non reguler BRT,98
2023-04-27 16:39:06,2023-04-27 18:23:50,B06428P,B06431P,JAK23,Senen - Pisangan Baru,0.0,Mikrotrans,105
2023-04-27 17:39:43,2023-04-27 19:22:16,P00021,P00118,5C,PGC - Juanda,1.0,Reguler BRT,103
2023-04-27 16:53:36,2023-04-27 18:35:12,P00121,P00160,6M,Stasiun Manggarai - Blok M,1.0,Non reguler BRT,102
2023-04-27 16:52:50,2023-04-27 18:26:57,B02311P,B04063P,JAK07,Tanah Abang - Grogol via Tawakal,1.0,Mikrotrans,94
2023-04-27 17:05:51,2023-04-27 18:27:47,B02433P,B00234P,JAK22,Dwikora - Penas Kalimalang,0.0,Mikrotrans,82
2023-04-27 16:37:55,2023-04-27 17:56:09,B06590P,B06604P,JAK115,Term. Tj. Priok - Pegangsaan II IGI,0.0,Mikrotrans,78
2023-04-27 17:09:16,2023-04-27 18:42:13,P00003,P00092,5D,PGC 1 - Ancol,1.0,Reguler BRT,93
2023-04-27 16:22:56,2023-04-27 17:20:05,B03186P,B02295P,JAK21,Cililitan - Dwikora,0.0,Mikrotrans,57
2023-04-27 17:09:15,2023-04-27 18:15:04,P00031,P00033,5C,PGC - Juanda,1.0,Reguler BRT,66
2023-04-27 17:22:24,2023-04-27 18:50:17,B05069P,B00769P,JAK26,Rawamangun - Duren Sawit,0.0,Mikrotrans,88
2023-04-27 16:56:29,2023-04-27 18:38:35,P00001,P00198,L13E,Puri Beta - Kuningan (Express),1.0,Reguler BRT,102
2023-04-27 16:41:11,2023-04-27 18:24:22,P00196,P00182,10D,Kampung Rambutan - Tanjung Priok,1.0,Reguler BRT,103
2023-04-27 16:21:16,2023-04-27 17:40:16,B00168P,P00240,12P,St. LRT Pegangsaan Dua - JIS,0.0,Non reguler BRT,79
2023-04-27 17:03:49,2023-04-27 17:55:10,B04217P,B05219P,JAK64,Lenteng Agung - Aseli,0.0,Mikrotrans,51
2023-04-27 17:15:18,2023-04-27 19:02:58,P00016,P00179,9N,Pinang Ranti - Pramuka,1.0,Reguler BRT,108
2023-04-27 17:08:09,2023-04-27 17:59:44,B00248P,B03314P,1T,Cibubur - Balai Kota,0.0,Royal transjakarta,52
2023-04-27 16:08:48,2023-04-27 17:47:03,B02333P,B06847P,JAK47,Pasar Minggu - Ciganjur via KB Ragunan,0.0,Mikrotrans,98
2023-04-27 17:54:43,2023-04-27 18:57:02,P00217,P00230,1F,Stasiun Palmerah - Bundaran Senayan,1.0,Non reguler BRT,62
2023-04-27 17:46:38,2023-04-27 19:39:08,P00022,B01728P,B21,Bekasi Timur - Cawang,0.0,Transjabodetabek,112
2023-04-27 17:55:50,2023-04-27 19:23:32,B06295P,B03299P,12C,Rusun Waduk Pluit - Penjaringan,1.0,Tidak Diketahui,88
2023-04-27 17:11:30,2023-04-27 18:47:32,B05556P,B03201P,14,Jakarta International Stadium - Senen,0.0,Non reguler BRT,96
2023-04-27 17:47:38,2023-04-27 19:46:56,B06188P,B03298P,2F,Rusun Cakung Barat - Pulo Gadung,0.0,Tidak Diketahui,119
2023-04-27 17:26:29,2023-04-27 19:23:47,P00200,P00136,13C,Puri Beta - Dukuh Atas,1.0,Reguler BRT,117
2023-04-27 16:53:20,2023-04-27 18:46:48,P00051,P00133,1,Blok M - Kota,1.0,Reguler BRT,113
2023-04-27 17:30:23,2023-04-27 19:00:26,B01080P,B05308P,JAK01,Tanjung Priok - Plumpang,0.0,Mikrotrans,90
2023-04-27 17:08:28,2023-04-27 18:14:19,B01158P,B06082P,JAK120,JIS - Terminal Muara Angke,1.0,Mikrotrans,66
2023-04-27 16:55:12,2023-04-27 17:54:30,B00105P,B03126P,4B,Stasiun Manggarai - UI,1.0,Non reguler BRT,59
2023-04-27 16:11:21,2023-04-27 17:05:22,P00016,B00248P,7C,Cibubur - BKN,1.0,Transjabodetabek,54
2023-04-27 16:26:22,2023-04-27 18:20:22,B03266P,P00083,8C,Kebayoran Lama - Tanah Abang,0.0,Non reguler BRT,114
2023-04-27 17:42:24,2023-04-27 18:45:02,B04542P,B00283P,JAK85,Bintara - Cipinang Indah,0.0,Mikrotrans,63
2023-04-27 16:46:38,2023-04-27 18:13:40,P00224,P00154,5,Matraman Baru - Ancol,1.0,Reguler BRT,87
2023-04-27 17:01:19,2023-04-27 17:57:24,B02604P,B03678P,11N,Rusun Cipinang Muara - Jatinegara,1.0,Tidak Diketahui,56
2023-04-27 16:16:20,2023-04-27 18:09:15,B05450P,B04385P,JAK10,Tanah Abang - Kota,0.0,Mikrotrans,113
2023-04-27 16:09:31,2023-04-27 17:44:22,P00133,P00259,6V,Ragunan - Gelora Bung Karno,1.0,Reguler BRT,95
2023-04-27 16:48:31,2023-04-27 18:16:18,P00170,P00181,12,Tanjung Priok - Pluit,0.0,Reguler BRT,88
2023-04-27 16:11:20,2023-04-27 17:32:50,B04290P,B00914P,JAK36,Cilangkap - Cililitan,0.0,Mikrotrans,82
2023-04-27 16:49:56,2023-04-27 18:09:28,B00131P,B03003P,2E,Rusun Rawa Bebek - Kodamar,0.0,Tidak Diketahui,80
2023-04-27 17:58:01,2023-04-27 18:09:28,B02378P,B03821P,JAK115,Term. Tj. Priok - Pegangsaan II IGI,0.0,Mikrotrans,72
2023-04-27 17:19:48,2023-04-27 19:09:29,B04661P,B03247P,JAK14,Tanah Abang - Meruya,0.0,Mikrotrans,110
2023-04-27 16:52:42,2023-04-27 17:53:17,B06798P,B05750P,JAK20,Cawang UKI - Lubang Buaya,1.0,Mikrotrans,61
2023-04-27 16:38:38,2023-04-27 18:25:25,P00176,P00087,2A,Pulo Gadung - Rawa Buaya via Balai Kota,0.0,Reguler BRT,107
2023-04-27 16:23:24,2023-04-27 17:35:35,B05604P,B04055P,JAK07,Tanah Abang - Grogol via Tawakal,0.0,Mikrotrans,72
2023-04-27 16:58:28,2023-04-27 18:35:03,B00444P,B01732P,JAK41,Kampung Melayu - Pulo Gadung,1.0,Mikrotrans,97
2023-04-27 16:54:49,2023-04-27 17:56:49,P00168,P00035,M10,PGC 2 - Tanjung Priok,0.0,Reguler BRT,62
2023-04-27 16:45:14,2023-04-27 18:18:01,B01510P,B02878P,7Q,Blok M - PGC,0.0,Non reguler BRT,93
2023-04-27 16:44:01,2023-04-27 17:47:12,B06542P,B06543P,JAK86,Term. Rawamangun - Term. Manggarai,0.0,Mikrotrans,63
2023-04-27 16:58:05,2023-04-27 18:57:42,P00208,P00087,M3,Kalideres - Bundaran HI via Veteran,0.0,Reguler BRT,120
2023-04-27 17:01:09,2023-04-27 18:57:34,B01001P,B02538P,1E,Pondok Labu - Blok M,1.0,Non reguler BRT,116
2023-04-27 17:18:57,2023-04-27 18:26:55,B03286P,B01798P,3A,Rusun Pesakih - Kalideres,0.0,Tidak Diketahui,68
2023-04-27 17:45:11,2023-04-27 19:03:54,P00177,B06577P,M7B,BKN - Blok M,0.0,Tidak Diketahui,79
2023-04-27 17:30:13,2023-04-27 19:24:21,P00092,P00076,5D,PGC 1 - Ancol,0.0,Reguler BRT,114
2023-04-27 17:17:26,2023-04-27 18:55:34,B01787P,P00083,JAK07,Tanah Abang - Grogol via Tawakal,1.0,Mikrotrans,98
2023-04-27 17:33:09,2023-04-27 18:24:45,B00856P,B03261P,1M,Meruya - Blok M,1.0,Non reguler BRT,52
2023-04-27 17:45:26,2023-04-27 18:24:45,B01807P,B00082P,2E,Rusun Rawa Bebek - Kodamar,1.0,Tidak Diketahui,72
2023-04-27 16:42:06,2023-04-27 18:18:17,B00198P,P00015,11Q,Kampung Melayu - Pulo Gebang via BKT,0.0,Non reguler BRT,96
2023-04-27 17:32:21,2023-04-27 18:34:44,P00269,P00077,M4,Pulo Gadung 2 - Dukuh Atas 2,0.0,Reguler BRT,62
2023-04-27 16:44:11,2023-04-27 17:47:24,B02017P,B02300P,9H,Blok M - Universitas Indonesia,0.0,Non reguler BRT,63
2023-04-27 17:30:13,2023-04-27 18:27:16,P00101,P00241,10D,Kampung Rambutan - Tanjung Priok,1.0,Reguler BRT,57
2023-04-27 16:58:52,2023-04-27 18:23:32,P00259,P00085,13D,Puri Beta - Ragunan,0.0,Reguler BRT,85
2023-04-27 17:37:07,2023-04-27 19:27:19,B00358P,B03197P,5N,Kampung Melayu - Ragunan,0.0,Non reguler BRT,110
2023-04-27 17:16:25,2023-04-27 19:10:37,B02940P,B00147P,JAK49,Lebak Bulus - Cipulir,1.0,Mikrotrans,114
2023-04-27 17:23:22,2023-04-27 18:37:20,B02734P,B03882P,JIS3,Harmoni - Jakarta International Stadium,0.0,Non reguler BRT,74
2023-04-27 16:38:05,2023-04-27 17:42:09,B00694P,B01639P,9D,Pasar Minggu - Tanah Abang,1.0,Non reguler BRT,64
2023-04-27 17:48:16,2023-04-27 19:30:10,B05775P,B05637P,1P,Senen - Blok M,0.0,Non reguler BRT,102
2023-04-27 16:27:12,2023-04-27 19:30:10,B06740P,B06746P,6T,Pasar Minggu - Velbak,1.0,Non reguler BRT,72
2023-04-27 16:55:44,2023-04-27 18:39:13,B02077P,B03135P,JAK26,Rawamangun - Duren Sawit,1.0,Mikrotrans,103
2023-04-27 16:37:16,2023-04-27 17:33:30,B01677P,B03289P,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,Tidak Diketahui,56
2023-04-27 16:07:26,2023-04-27 17:49:11,B00115P,B03318P,5F,Kampung Melayu - Tanah Abang,1.0,Non reguler BRT,102
2023-04-27 16:51:57,2023-04-27 18:35:50,B04720P,B04721P,JAK73,Jambore Cibubur - Pasar Rebo,0.0,Mikrotrans,104
2023-04-27 17:19:57,2023-04-27 18:10:08,P00069,P00171,12,Tanjung Priok - Pluit,1.0,Reguler BRT,50
2023-04-27 17:59:15,2023-04-27 19:23:05,B02517P,B01361P,JAK32,Lebak Bulus - Petukangan,0.0,Mikrotrans,84
2023-04-27 17:12:56,2023-04-27 18:53:23,P00282,P00212,3F,Kalideres - Gelora Bung Karno,1.0,Reguler BRT,100
2023-04-27 17:19:57,2023-04-27 18:23:14,B05452P,B01104P,JAK50,Kalideres - Puri Kembangan,1.0,Mikrotrans,63
2023-04-27 16:29:19,2023-04-27 17:36:19,B03201P,B05725P,2P,Gondangdia - Senen,0.0,Non reguler BRT,67
2023-04-27 16:56:22,2023-04-27 18:32:48,B03075P,B04963P,JAK29,Tanjung Priok - Sukapura,0.0,Mikrotrans,96
2023-04-27 16:08:15,2023-04-27 17:58:58,P00170,B03277P,3C,Rusun Kapuk Muara - Penjaringan,1.0,Tidak Diketahui,111
2023-04-27 17:49:44,2023-04-27 19:10:03,B02122P,B01444P,JAK48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,Mikrotrans,80
2023-04-27 17:42:12,2023-04-27 19:10:40,P00133,P00071,6V,Ragunan - Gelora Bung Karno,0.0,Reguler BRT,88
2023-04-27 16:41:08,2023-04-27 17:50:55,B02029P,B02929P,JAK06,Kampung Rambutan - Pondok Gede,1.0,Mikrotrans,70
2023-04-27 16:07:54,2023-04-27 17:57:58,B03923P,B03819P,JAK45,Lebak Bulus - Ragunan,0.0,Mikrotrans,110
2023-04-27 16:02:28,2023-04-27 17:41:52,B02048P,B05176P,8K,Batusari - Grogol,0.0,Non reguler BRT,99
2023-04-27 17:11:13,2023-04-27 18:10:21,B03865P,B02978P,JAK42,Kampung Melayu - Pondok Kelapa,0.0,Mikrotrans,59
2023-04-27 17:03:57,2023-04-27 19:03:34,B02886P,P00123,12B,Pluit - Senen,0.0,Non reguler BRT,120
2023-04-27 17:03:21,2023-04-27 18:16:54,B00248P,P00016,7C,Cibubur - BKN,0.0,Transjabodetabek,74
2023-04-27 17:35:28,2023-04-27 18:52:20,B03827P,B04086P,JAK110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0.0,Mikrotrans,77
2023-04-27 17:57:00,2023-04-27 19:27:52,B01170P,B02868P,JAK46,Pasar Minggu - Jagakarsa,1.0,Mikrotrans,91
2023-04-27 16:50:04,2023-04-27 18:17:58,B05232P,B02919P,S21,Ciputat - CSW,1.0,Transjabodetabek,88
2023-04-27 16:07:26,2023-04-27 17:32:47,P00188,P00014,4,Pulo Gadung 2 - Tosari,1.0,Reguler BRT,85
2023-04-27 17:34:44,2023-04-27 17:32:47,P00138,P00076,M12,Sunter Boulevard Barat - Penjaringan,1.0,Reguler BRT,72
2023-04-27 16:23:41,2023-04-27 17:29:11,B00694P,B04728P,1N,Tanah Abang - Blok M,1.0,Non reguler BRT,66
2023-04-27 16:09:33,2023-04-27 17:03:45,B06645P,B06646P,D32,Cinere - Bundaran Senayan,1.0,Royal transjakarta,54
2023-04-27 16:57:55,2023-04-27 18:01:49,P00066,P00247,M7,Kampung Rambutan - Monas,1.0,Reguler BRT,64
2023-04-27 16:55:22,2023-04-27 18:35:34,B05937P,B01289P,JAK27,Pulo Gebang - Rorotan,1.0,Mikrotrans,100
2023-04-27 17:19:14,2023-04-27 18:45:32,B03334P,B03570P,JAK18,Kalibata - Kuningan,1.0,Mikrotrans,86
2023-04-27 16:45:24,2023-04-27 17:53:09,P00198,P00034,13,Ciledug - Tendean,1.0,Reguler BRT,68
2023-04-27 16:44:41,2023-04-27 18:24:49,B01089P,B05543P,JAK51,Taman Kota - Budi Luhur,1.0,Mikrotrans,100
2023-04-27 17:42:16,2023-04-27 18:55:11,B03298P,B06182P,2F,Rusun Cakung Barat - Pulo Gadung,1.0,Tidak Diketahui,73
2023-04-27 17:04:56,2023-04-27 17:59:21,B03395P,B01904P,JAK48A,Stasiun Tebet - Rusun Karet Tengsin,0.0,Mikrotrans,54
2023-04-27 16:54:35,2023-04-27 18:47:36,B05701P,B05902P,S11,BSD - Jelambar,0.0,Transjabodetabek,113
2023-04-27 16:59:04,2023-04-27 18:20:53,B05899P,B05744P,6U,Blok M - Pasar Minggu,1.0,Non reguler BRT,82
2023-04-27 17:36:15,2023-04-27 18:38:11,P00258,P00191,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0.0,Non reguler BRT,62
2023-04-27 16:30:00,2023-04-27 17:35:30,B01195P,B02788P,JAK51,Taman Kota - Budi Luhur,1.0,Mikrotrans,66
2023-04-27 17:21:36,2023-04-27 18:59:01,B00695P,B00295P,1E,Pondok Labu - Blok M,1.0,Non reguler BRT,97
2023-04-27 17:33:28,2023-04-27 19:25:49,P00056,B02972P,M1H,Tanah Abang - St. Gondangdia,0.0,Tidak Diketahui,112
2023-04-27 16:52:49,2023-04-27 17:52:40,B03650P,B02970P,JAK54,Grogol - Benhil,1.0,Mikrotrans,60
2023-04-27 16:20:53,2023-04-27 18:17:24,B05630P,P00191,2B,Harapan Indah - ASMI,0.0,Non reguler BRT,117
2023-04-27 16:18:45,2023-04-27 17:43:56,B04368P,B02222P,JAK110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,1.0,Mikrotrans,85
2023-04-27 16:40:09,2023-04-27 17:40:43,B00119P,B01493P,JAK03,Lebak Bulus - Andara,0.0,Mikrotrans,61
2023-04-27 17:32:30,2023-04-27 19:10:52,B02613P,B03360P,JAK36,Cilangkap - Cililitan,1.0,Mikrotrans,98
2023-04-27 17:59:26,2023-04-27 19:27:44,P00174,P00102,M11,Pulo Gebang - Pulo Gadung 2,0.0,Reguler BRT,88
2023-04-27 16:46:19,2023-04-27 17:56:15,B03052P,B06578P,1Q,Rempoa - Blok M,0.0,Non reguler BRT,70
2023-04-27 17:56:31,2023-04-27 19:53:22,B03608P,B03839P,JAK50,Kalideres - Puri Kembangan,1.0,Mikrotrans,117
2023-04-27 17:58:09,2023-04-27 19:53:22,B04789P,B01745P,10K,Tanjung Priok - Senen via Taman BMW,1.0,Non reguler BRT,72
2023-04-27 16:21:58,2023-04-27 17:38:53,B03197P,B00035P,6N,Ragunan - Blok M via Kemang,1.0,Non reguler BRT,77
2023-04-27 17:28:08,2023-04-27 18:52:04,B03099P,B05450P,JAK120,JIS - Terminal Muara Angke,0.0,Mikrotrans,84
2023-04-27 17:35:55,2023-04-27 18:26:45,P00118,P00070,5C,PGC - Juanda,1.0,Reguler BRT,51
2023-04-27 16:33:20,2023-04-27 18:12:56,B02554P,B02396P,6D,Stasiun Tebet - Karet via Underpass,1.0,Non reguler BRT,100
2023-04-27 16:06:22,2023-04-27 17:18:08,B03558P,B05881P,JAK44,Andara - Stasiun Universitas Pancasila,0.0,Mikrotrans,72
2023-04-27 17:05:42,2023-04-27 18:25:20,P00048,P00199,6A,Ragunan - MH Thamrin via Kuningan,1.0,Reguler BRT,80
2023-04-27 16:38:28,2023-04-27 17:35:03,B03681P,B01372P,4F,Pinang Ranti - Pulo Gadung,1.0,Non reguler BRT,57
2023-04-27 17:45:00,2023-04-27 19:15:51,B04647P,B00360P,1P,Senen - Blok M,0.0,Non reguler BRT,91
2023-04-27 17:03:53,2023-04-27 17:58:47,B06285P,B05071P,JAK25,Kp. Rambutan - Kalisari,1.0,Mikrotrans,55
2023-04-27 16:27:49,2023-04-27 17:30:56,B05622P,B00715P,B21,Bekasi Timur - Cawang,1.0,Transjabodetabek,63
2023-04-27 17:29:35,2023-04-27 19:04:49,P00197,P00106,13,Ciledug - Tendean,0.0,Reguler BRT,95
2023-04-27 17:11:38,2023-04-27 18:06:57,P00261,P00025,6B,Ragunan - MH Thamrin via Semanggi,0.0,Reguler BRT,55
2023-04-27 17:20:11,2023-04-27 18:06:57,B03371P,B02236P,JAK64,Lenteng Agung - Aseli,0.0,Mikrotrans,72
2023-04-27 17:20:53,2023-04-27 19:07:47,B03969P,B02817P,JAK30,Grogol - Meruya via Roxy,0.0,Mikrotrans,107
2023-04-27 16:44:29,2023-04-27 18:05:50,B05573P,B05986P,JAK88,Terminal Tanjung Priok - Ancol Barat,0.0,Mikrotrans,81
2023-04-27 17:14:07,2023-04-27 18:40:50,P00297,B05510P,5B,Stasiun Tebet - BNN,1.0,Non reguler BRT,87
2023-04-27 16:20:49,2023-04-27 17:32:11,B01153P,B00410P,JAK16,Cililitan - Condet,1.0,Mikrotrans,71
2023-04-27 16:18:47,2023-04-27 17:59:47,P00050,P00175,3,Kalideres - Bundaran HI via Veteran,1.0,Reguler BRT,101
2023-04-27 16:24:16,2023-04-27 17:20:25,P00074,P00025,3,Kalideres - Bundaran HI via Veteran,0.0,Reguler BRT,56
2023-04-27 16:31:45,2023-04-27 18:28:56,B02363P,B02929P,JAK06,Kampung Rambutan - Pondok Gede,1.0,Mikrotrans,117
2023-04-27 16:12:50,2023-04-27 17:44:08,B03101P,P00270,11D,Pulo Gebang - Pulo Gadung 2 via PIK,1.0,Non reguler BRT,91
2023-04-27 16:22:03,2023-04-27 17:20:25,B03019P,B02190P,JAK85,Bintara - Cipinang Indah,0.0,Mikrotrans,58
2023-04-27 17:49:57,2023-04-27 19:12:42,P00121,P00199,M6,Ragunan - MH Thamrin,0.0,Reguler BRT,83
2023-04-27 17:38:58,2023-04-27 18:34:51,P00170,B03277P,3C,Rusun Kapuk Muara - Penjaringan,1.0,Tidak Diketahui,56
2023-04-27 16:19:37,2023-04-27 17:15:41,B03014P,B04907P,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,1.0,Non reguler BRT,56
2023-04-27 17:43:57,2023-04-27 19:28:20,P00098,B02492P,12A,Pelabuhan Kaliadem - Kota,1.0,Non reguler BRT,104
2023-04-27 16:08:40,2023-04-27 19:28:20,B00628P,B02289P,JAK39,Kalimalang - Duren Sawit,1.0,Mikrotrans,72
2023-04-27 17:08:48,2023-04-27 18:27:51,P00143,P00227,9A,PGC 2 - Grogol 2,0.0,Reguler BRT,79
2023-04-27 16:28:09,2023-04-27 17:18:23,P00137,P00256,M3,Kalideres - Bundaran HI via Veteran,1.0,Reguler BRT,50
2023-04-27 17:12:15,2023-04-27 18:14:14,B00562P,B04776P,JAK26,Rawamangun - Duren Sawit,0.0,Mikrotrans,62
2023-04-27 16:58:55,2023-04-27 18:43:17,B02678P,B05744P,9H,Blok M - Universitas Indonesia,0.0,Non reguler BRT,104
2023-04-27 16:49:09,2023-04-27 17:49:20,B00248P,P00016,7C,Cibubur - BKN,0.0,Transjabodetabek,60
2023-04-27 17:13:26,2023-04-27 18:05:34,B02604P,B02070P,JAK42,Kampung Melayu - Pondok Kelapa,0.0,Mikrotrans,52
2023-04-27 16:01:02,2023-04-27 16:59:13,B05837P,P00083,8C,Kebayoran Lama - Tanah Abang,0.0,Non reguler BRT,58
2023-04-27 16:35:30,2023-04-27 18:04:41,P00282,P00147,8,Lebak Bulus - Pasar Baru via Tomang,0.0,Reguler BRT,89
2023-04-27 16:48:07,2023-04-27 18:25:20,B00255P,B02828P,JAK21,Cililitan - Dwikora,1.0,Mikrotrans,97
2023-04-27 16:52:03,2023-04-27 18:21:38,B06660P,B06662P,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,Tidak Diketahui,90
2023-04-27 17:15:06,2023-04-27 19:04:59,B04293P,B00311P,JAK54,Grogol - Benhil,1.0,Mikrotrans,110
2023-04-27 17:36:36,2023-04-27 18:55:01,B00591P,B05920P,JAK43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,0.0,Mikrotrans,78
2023-04-27 16:52:59,2023-04-27 17:49:17,B05090P,B02485P,JAK80,Rawa Buaya - Rawa Kompeni,0.0,Mikrotrans,56
2023-04-27 17:00:58,2023-04-27 17:57:46,B01306P,B02505P,JAK11,Tanah Abang - Kebayoran Lama,1.0,Mikrotrans,57
2023-04-27 17:43:10,2023-04-27 19:27:27,B00041P,B02847P,4E,Rusun Jatinegara Kaum - Pulo Gadung,1.0,Tidak Diketahui,104
2023-04-27 16:58:37,2023-04-27 18:23:13,B00148P,B05488P,S31,Bintaro - Fatmawati,0.0,Royal transjakarta,85
2023-04-27 17:43:46,2023-04-27 18:37:28,B06129P,B03201P,JAK23,Senen - Pisangan Baru,1.0,Mikrotrans,54
2023-04-27 16:23:52,2023-04-27 17:37:21,P00053,P00254,6V,Ragunan - Gelora Bung Karno,0.0,Reguler BRT,73
2023-04-27 17:22:35,2023-04-27 18:35:40,P00269,P00193,M4,Pulo Gadung 2 - Dukuh Atas 2,1.0,Reguler BRT,73
2023-04-27 16:31:43,2023-04-27 17:31:10,B03329P,B05108P,JAK17,Senen - Pulo Gadung,1.0,Mikrotrans,59
2023-04-27 17:01:26,2023-04-27 18:05:39,B00222P,B00694P,1P,Senen - Blok M,1.0,Non reguler BRT,64
2023-04-27 16:16:01,2023-04-27 17:57:08,B05925P,B03297P,5F,Kampung Melayu - Tanah Abang,0.0,Non reguler BRT,101
2023-04-27 16:11:38,2023-04-27 18:09:43,B03150P,B00876P,JAK11,Tanah Abang - Kebayoran Lama,1.0,Mikrotrans,118
